SerialNumber,DeviceUUID,OperatingSystem,OSVersion,KernelVersion,MacId,IMEI,ShippingDate,MicroControllerChipNumber,NetworkType,CommunicationProtocol,DataProtocol,IsWifiSupportAvailable,isStreamingMediaSupportAvailable,sensorType,FirmwareVersion,IsCertificateAdded,CertificatePath,IsL3,IsCapableOfPatching
SN23010001833,c097e7fa-57e2-4ecf-b4f7-3dead775fad6,TINYOS,1.6.0.0,1.6.0.0,c097e7fa-57e2-4ecf-b4f7-3dead775fad6,c097e7fa-57e2-4ecf-b4f7-3dead775fad6,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001834,8bac3cca-b9eb-4b3d-8dd8-63df514d1844,TINYOS,1.6.0.0,1.6.0.0,8bac3cca-b9eb-4b3d-8dd8-63df514d1844,8bac3cca-b9eb-4b3d-8dd8-63df514d1844,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001835,2d828d51-3fdc-4844-83b6-aa20401b0aa6,TINYOS,1.6.0.0,1.6.0.0,2d828d51-3fdc-4844-83b6-aa20401b0aa6,2d828d51-3fdc-4844-83b6-aa20401b0aa6,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001836,8fcc1c74-a625-4756-b27b-c2f6d6d96226,TINYOS,1.6.0.0,1.6.0.0,8fcc1c74-a625-4756-b27b-c2f6d6d96226,8fcc1c74-a625-4756-b27b-c2f6d6d96226,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001837,3a20082a-560d-4c8b-9121-b8b2d104275a,TINYOS,1.6.0.0,1.6.0.0,3a20082a-560d-4c8b-9121-b8b2d104275a,3a20082a-560d-4c8b-9121-b8b2d104275a,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001838,cc3dc6d6-56a0-427c-9a59-ccd63076d57b,TINYOS,1.6.0.0,1.6.0.0,cc3dc6d6-56a0-427c-9a59-ccd63076d57b,cc3dc6d6-56a0-427c-9a59-ccd63076d57b,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001839,8cee5a1b-432b-4bbb-9856-6bd925958e08,TINYOS,1.6.0.0,1.6.0.0,8cee5a1b-432b-4bbb-9856-6bd925958e08,8cee5a1b-432b-4bbb-9856-6bd925958e08,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001840,5110035e-7855-4ed2-bde9-29965d4609b8,TINYOS,1.6.0.0,1.6.0.0,5110035e-7855-4ed2-bde9-29965d4609b8,5110035e-7855-4ed2-bde9-29965d4609b8,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001841,872e0466-b1f3-43b4-8058-bef44dbd46d2,TINYOS,1.6.0.0,1.6.0.0,872e0466-b1f3-43b4-8058-bef44dbd46d2,872e0466-b1f3-43b4-8058-bef44dbd46d2,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001842,34cbe077-ea05-4018-84ec-1b1fb96cb2b7,TINYOS,1.6.0.0,1.6.0.0,34cbe077-ea05-4018-84ec-1b1fb96cb2b7,34cbe077-ea05-4018-84ec-1b1fb96cb2b7,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001843,a921a51b-c5f2-4181-9ff9-d1018539c310,TINYOS,1.6.0.0,1.6.0.0,a921a51b-c5f2-4181-9ff9-d1018539c310,a921a51b-c5f2-4181-9ff9-d1018539c310,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001844,423e62b8-62ff-4147-8f0a-cc3f49bb01ad,TINYOS,1.6.0.0,1.6.0.0,423e62b8-62ff-4147-8f0a-cc3f49bb01ad,423e62b8-62ff-4147-8f0a-cc3f49bb01ad,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001845,ef6c414e-b1b9-46e5-a9b2-c7085b72c08c,TINYOS,1.6.0.0,1.6.0.0,ef6c414e-b1b9-46e5-a9b2-c7085b72c08c,ef6c414e-b1b9-46e5-a9b2-c7085b72c08c,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001846,1a90059a-09f0-4b41-9b27-de07bd758d75,TINYOS,1.6.0.0,1.6.0.0,1a90059a-09f0-4b41-9b27-de07bd758d75,1a90059a-09f0-4b41-9b27-de07bd758d75,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001847,9a18c7bc-afb4-418e-b438-a2d2f237f028,TINYOS,1.6.0.0,1.6.0.0,9a18c7bc-afb4-418e-b438-a2d2f237f028,9a18c7bc-afb4-418e-b438-a2d2f237f028,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001848,520e3d17-5965-4542-8b48-cd75ed87d055,TINYOS,1.6.0.0,1.6.0.0,520e3d17-5965-4542-8b48-cd75ed87d055,520e3d17-5965-4542-8b48-cd75ed87d055,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001849,3e432e89-95fd-4a02-9c2c-d999aa4e726c,TINYOS,1.6.0.0,1.6.0.0,3e432e89-95fd-4a02-9c2c-d999aa4e726c,3e432e89-95fd-4a02-9c2c-d999aa4e726c,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001850,293f126d-bd86-4470-8a53-57a7e00ff593,TINYOS,1.6.0.0,1.6.0.0,293f126d-bd86-4470-8a53-57a7e00ff593,293f126d-bd86-4470-8a53-57a7e00ff593,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001851,e884b61e-8757-4fa9-9773-1fdd1bb67145,TINYOS,1.6.0.0,1.6.0.0,e884b61e-8757-4fa9-9773-1fdd1bb67145,e884b61e-8757-4fa9-9773-1fdd1bb67145,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001852,9ba33bfe-2092-4416-be33-d8d7c9d30e2f,TINYOS,1.6.0.0,1.6.0.0,9ba33bfe-2092-4416-be33-d8d7c9d30e2f,9ba33bfe-2092-4416-be33-d8d7c9d30e2f,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001853,ffe01df8-09d7-4e65-bd32-a4781d3cb703,TINYOS,1.6.0.0,1.6.0.0,ffe01df8-09d7-4e65-bd32-a4781d3cb703,ffe01df8-09d7-4e65-bd32-a4781d3cb703,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001854,5b96b5ed-918e-43f1-8d41-c755290d6342,TINYOS,1.6.0.0,1.6.0.0,5b96b5ed-918e-43f1-8d41-c755290d6342,5b96b5ed-918e-43f1-8d41-c755290d6342,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001855,e1255185-de6b-4a36-9b03-e02786d14ea3,TINYOS,1.6.0.0,1.6.0.0,e1255185-de6b-4a36-9b03-e02786d14ea3,e1255185-de6b-4a36-9b03-e02786d14ea3,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001856,d09d5980-217d-4925-a2af-25c458f95b8c,TINYOS,1.6.0.0,1.6.0.0,d09d5980-217d-4925-a2af-25c458f95b8c,d09d5980-217d-4925-a2af-25c458f95b8c,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001857,986ea14b-c645-473d-a3a3-c93225fdce4b,TINYOS,1.6.0.0,1.6.0.0,986ea14b-c645-473d-a3a3-c93225fdce4b,986ea14b-c645-473d-a3a3-c93225fdce4b,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001858,2bb61170-f603-4ac3-a219-bd6138cdf428,TINYOS,1.6.0.0,1.6.0.0,2bb61170-f603-4ac3-a219-bd6138cdf428,2bb61170-f603-4ac3-a219-bd6138cdf428,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001859,586cf1ec-7f9d-4ffb-bcda-14d5932de5e2,TINYOS,1.6.0.0,1.6.0.0,586cf1ec-7f9d-4ffb-bcda-14d5932de5e2,586cf1ec-7f9d-4ffb-bcda-14d5932de5e2,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001860,1854f9d3-a8b7-4140-93bb-86da44540174,TINYOS,1.6.0.0,1.6.0.0,1854f9d3-a8b7-4140-93bb-86da44540174,1854f9d3-a8b7-4140-93bb-86da44540174,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001861,3cab001e-3702-432c-832f-01bfa91c16f1,TINYOS,1.6.0.0,1.6.0.0,3cab001e-3702-432c-832f-01bfa91c16f1,3cab001e-3702-432c-832f-01bfa91c16f1,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001862,a8ba3fad-63fc-49bf-b0ed-d5e006e4c841,TINYOS,1.6.0.0,1.6.0.0,a8ba3fad-63fc-49bf-b0ed-d5e006e4c841,a8ba3fad-63fc-49bf-b0ed-d5e006e4c841,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001863,f22c728e-1d73-412c-8f6c-7faf9ff6c651,TINYOS,1.6.0.0,1.6.0.0,f22c728e-1d73-412c-8f6c-7faf9ff6c651,f22c728e-1d73-412c-8f6c-7faf9ff6c651,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001864,9b351155-6f2a-43a2-a118-c8b3ff0ce2bb,TINYOS,1.6.0.0,1.6.0.0,9b351155-6f2a-43a2-a118-c8b3ff0ce2bb,9b351155-6f2a-43a2-a118-c8b3ff0ce2bb,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001865,522ea649-9e83-4cb5-81bb-791e684626da,TINYOS,1.6.0.0,1.6.0.0,522ea649-9e83-4cb5-81bb-791e684626da,522ea649-9e83-4cb5-81bb-791e684626da,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001866,e44e8590-781b-4e20-86eb-d4393424d5fe,TINYOS,1.6.0.0,1.6.0.0,e44e8590-781b-4e20-86eb-d4393424d5fe,e44e8590-781b-4e20-86eb-d4393424d5fe,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001867,5655344e-0abd-40d8-8cfa-a87e7084e17a,TINYOS,1.6.0.0,1.6.0.0,5655344e-0abd-40d8-8cfa-a87e7084e17a,5655344e-0abd-40d8-8cfa-a87e7084e17a,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001868,12ab6ef2-56fd-4da2-8668-ef5acae2735e,TINYOS,1.6.0.0,1.6.0.0,12ab6ef2-56fd-4da2-8668-ef5acae2735e,12ab6ef2-56fd-4da2-8668-ef5acae2735e,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001869,e1d3eede-c1b4-46f6-b7e1-2529884b9ddd,TINYOS,1.6.0.0,1.6.0.0,e1d3eede-c1b4-46f6-b7e1-2529884b9ddd,e1d3eede-c1b4-46f6-b7e1-2529884b9ddd,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001870,b54e7b8e-9637-49ab-9711-c28d025ea631,TINYOS,1.6.0.0,1.6.0.0,b54e7b8e-9637-49ab-9711-c28d025ea631,b54e7b8e-9637-49ab-9711-c28d025ea631,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001871,87b2a01d-f564-4ad2-adc4-d6d9dd8e0c30,TINYOS,1.6.0.0,1.6.0.0,87b2a01d-f564-4ad2-adc4-d6d9dd8e0c30,87b2a01d-f564-4ad2-adc4-d6d9dd8e0c30,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001872,1e117030-b90f-4ebe-81f5-be92d9083eee,TINYOS,1.6.0.0,1.6.0.0,1e117030-b90f-4ebe-81f5-be92d9083eee,1e117030-b90f-4ebe-81f5-be92d9083eee,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001873,0616117c-b804-4971-94c0-6cef8bd8e76c,TINYOS,1.6.0.0,1.6.0.0,0616117c-b804-4971-94c0-6cef8bd8e76c,0616117c-b804-4971-94c0-6cef8bd8e76c,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001874,29734ef4-18c3-4873-bd0f-296c371b6c2b,TINYOS,1.6.0.0,1.6.0.0,29734ef4-18c3-4873-bd0f-296c371b6c2b,29734ef4-18c3-4873-bd0f-296c371b6c2b,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001875,a39ecde5-e4d6-4654-aad5-ec1e813d18b9,TINYOS,1.6.0.0,1.6.0.0,a39ecde5-e4d6-4654-aad5-ec1e813d18b9,a39ecde5-e4d6-4654-aad5-ec1e813d18b9,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001876,f6da9869-7900-4273-9edd-9db0dff7fdc6,TINYOS,1.6.0.0,1.6.0.0,f6da9869-7900-4273-9edd-9db0dff7fdc6,f6da9869-7900-4273-9edd-9db0dff7fdc6,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001877,808e08a1-b5df-432e-bc8d-7247a0658ca2,TINYOS,1.6.0.0,1.6.0.0,808e08a1-b5df-432e-bc8d-7247a0658ca2,808e08a1-b5df-432e-bc8d-7247a0658ca2,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001878,bbc9534f-3c8c-49df-806f-1f919d32fcec,TINYOS,1.6.0.0,1.6.0.0,bbc9534f-3c8c-49df-806f-1f919d32fcec,bbc9534f-3c8c-49df-806f-1f919d32fcec,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001879,9bb247d7-161f-45aa-adfe-8a6eccc6a5cd,TINYOS,1.6.0.0,1.6.0.0,9bb247d7-161f-45aa-adfe-8a6eccc6a5cd,9bb247d7-161f-45aa-adfe-8a6eccc6a5cd,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001880,827a6d86-5758-4f0c-a1f3-50906203d220,TINYOS,1.6.0.0,1.6.0.0,827a6d86-5758-4f0c-a1f3-50906203d220,827a6d86-5758-4f0c-a1f3-50906203d220,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001881,125654ea-f9c2-4566-b32f-91b7903a0737,TINYOS,1.6.0.0,1.6.0.0,125654ea-f9c2-4566-b32f-91b7903a0737,125654ea-f9c2-4566-b32f-91b7903a0737,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001882,c61e932f-55f2-4e42-8452-adde979d665a,TINYOS,1.6.0.0,1.6.0.0,c61e932f-55f2-4e42-8452-adde979d665a,c61e932f-55f2-4e42-8452-adde979d665a,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001883,c028332e-2f3a-4fb7-a1d1-5c47e41bddda,TINYOS,1.6.0.0,1.6.0.0,c028332e-2f3a-4fb7-a1d1-5c47e41bddda,c028332e-2f3a-4fb7-a1d1-5c47e41bddda,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001884,b720a5eb-a762-4565-baf6-a2d263bfea15,TINYOS,1.6.0.0,1.6.0.0,b720a5eb-a762-4565-baf6-a2d263bfea15,b720a5eb-a762-4565-baf6-a2d263bfea15,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001885,06c77c45-4f2a-4be2-943e-04ade6f7dbae,TINYOS,1.6.0.0,1.6.0.0,06c77c45-4f2a-4be2-943e-04ade6f7dbae,06c77c45-4f2a-4be2-943e-04ade6f7dbae,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001886,8a719da5-9751-4d3b-8a8a-d7176ec97173,TINYOS,1.6.0.0,1.6.0.0,8a719da5-9751-4d3b-8a8a-d7176ec97173,8a719da5-9751-4d3b-8a8a-d7176ec97173,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001887,3faa5743-96c3-4968-bd0f-e70ff4d13d7c,TINYOS,1.6.0.0,1.6.0.0,3faa5743-96c3-4968-bd0f-e70ff4d13d7c,3faa5743-96c3-4968-bd0f-e70ff4d13d7c,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001888,11c1605d-2d79-43a7-8c7d-79e8d6e8a053,TINYOS,1.6.0.0,1.6.0.0,11c1605d-2d79-43a7-8c7d-79e8d6e8a053,11c1605d-2d79-43a7-8c7d-79e8d6e8a053,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001889,ca9c729b-94d5-427a-aeeb-abad41f64e4e,TINYOS,1.6.0.0,1.6.0.0,ca9c729b-94d5-427a-aeeb-abad41f64e4e,ca9c729b-94d5-427a-aeeb-abad41f64e4e,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001890,8c18cc45-979a-4138-b477-067387e8617d,TINYOS,1.6.0.0,1.6.0.0,8c18cc45-979a-4138-b477-067387e8617d,8c18cc45-979a-4138-b477-067387e8617d,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001891,26a80686-7689-4d6e-aa3b-b14be07f62ca,TINYOS,1.6.0.0,1.6.0.0,26a80686-7689-4d6e-aa3b-b14be07f62ca,26a80686-7689-4d6e-aa3b-b14be07f62ca,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001892,c3863bc0-9496-4519-81a4-d7aef0836d37,TINYOS,1.6.0.0,1.6.0.0,c3863bc0-9496-4519-81a4-d7aef0836d37,c3863bc0-9496-4519-81a4-d7aef0836d37,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001893,b5c4033b-f424-4a9d-8cec-24464aeaed82,TINYOS,1.6.0.0,1.6.0.0,b5c4033b-f424-4a9d-8cec-24464aeaed82,b5c4033b-f424-4a9d-8cec-24464aeaed82,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001894,a21f0eb0-d321-4669-9f1b-5fab249d92d5,TINYOS,1.6.0.0,1.6.0.0,a21f0eb0-d321-4669-9f1b-5fab249d92d5,a21f0eb0-d321-4669-9f1b-5fab249d92d5,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001895,d1c8bb38-bc18-4803-ac96-9df9f1131e52,TINYOS,1.6.0.0,1.6.0.0,d1c8bb38-bc18-4803-ac96-9df9f1131e52,d1c8bb38-bc18-4803-ac96-9df9f1131e52,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001896,36ecb91c-1dd7-4266-95e6-bed38375e5c5,TINYOS,1.6.0.0,1.6.0.0,36ecb91c-1dd7-4266-95e6-bed38375e5c5,36ecb91c-1dd7-4266-95e6-bed38375e5c5,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001897,d695cefd-0985-422f-8ac7-3b5c67b3648f,TINYOS,1.6.0.0,1.6.0.0,d695cefd-0985-422f-8ac7-3b5c67b3648f,d695cefd-0985-422f-8ac7-3b5c67b3648f,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001898,dd17446c-2eab-4189-ad51-9da2e9edc397,TINYOS,1.6.0.0,1.6.0.0,dd17446c-2eab-4189-ad51-9da2e9edc397,dd17446c-2eab-4189-ad51-9da2e9edc397,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001899,44faf707-c227-416f-ba92-d488872558c7,TINYOS,1.6.0.0,1.6.0.0,44faf707-c227-416f-ba92-d488872558c7,44faf707-c227-416f-ba92-d488872558c7,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001900,cc7a546f-31f1-46a8-b15d-1525b20f3169,TINYOS,1.6.0.0,1.6.0.0,cc7a546f-31f1-46a8-b15d-1525b20f3169,cc7a546f-31f1-46a8-b15d-1525b20f3169,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001901,68a65ba5-b79f-49a5-a4f0-bf301a96541c,TINYOS,1.6.0.0,1.6.0.0,68a65ba5-b79f-49a5-a4f0-bf301a96541c,68a65ba5-b79f-49a5-a4f0-bf301a96541c,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001902,87d71a1b-3c9a-46ed-8cb4-3ebc11f5f173,TINYOS,1.6.0.0,1.6.0.0,87d71a1b-3c9a-46ed-8cb4-3ebc11f5f173,87d71a1b-3c9a-46ed-8cb4-3ebc11f5f173,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001903,21ab6d35-cfbb-4fbc-aaff-0d519c79ace7,TINYOS,1.6.0.0,1.6.0.0,21ab6d35-cfbb-4fbc-aaff-0d519c79ace7,21ab6d35-cfbb-4fbc-aaff-0d519c79ace7,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001904,f890ef10-dcb4-4282-a820-8546375e3ae7,TINYOS,1.6.0.0,1.6.0.0,f890ef10-dcb4-4282-a820-8546375e3ae7,f890ef10-dcb4-4282-a820-8546375e3ae7,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001905,3ab3f3c0-8a21-4ba8-be2e-ab100a975ce4,TINYOS,1.6.0.0,1.6.0.0,3ab3f3c0-8a21-4ba8-be2e-ab100a975ce4,3ab3f3c0-8a21-4ba8-be2e-ab100a975ce4,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001906,faf5ae3b-baa2-424a-ad06-2cd5d6942cf9,TINYOS,1.6.0.0,1.6.0.0,faf5ae3b-baa2-424a-ad06-2cd5d6942cf9,faf5ae3b-baa2-424a-ad06-2cd5d6942cf9,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001907,c95cd57f-e099-4bea-8c57-de9002c4e63b,TINYOS,1.6.0.0,1.6.0.0,c95cd57f-e099-4bea-8c57-de9002c4e63b,c95cd57f-e099-4bea-8c57-de9002c4e63b,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001908,7881abca-aea7-4706-a290-4e4a86cbf873,TINYOS,1.6.0.0,1.6.0.0,7881abca-aea7-4706-a290-4e4a86cbf873,7881abca-aea7-4706-a290-4e4a86cbf873,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001909,156ea580-e135-4f57-907a-bd529d127542,TINYOS,1.6.0.0,1.6.0.0,156ea580-e135-4f57-907a-bd529d127542,156ea580-e135-4f57-907a-bd529d127542,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001910,40335cb2-0759-49e3-a6e7-474055cc1128,TINYOS,1.6.0.0,1.6.0.0,40335cb2-0759-49e3-a6e7-474055cc1128,40335cb2-0759-49e3-a6e7-474055cc1128,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
